old_text|text|word|emoji|emoji_mean|lables
我们反映的是真正的民情[嘻嘻] //@王学好:实事求是是@胖胖李志刚 @车手阿B 的一贯方针[赞]10个 //@胖胖李志刚: 就是  //@车手阿B:回复@王学好:人民群众都觉得[good]  //@王学好:我也觉得  //@范舒然:我关注女演员比较多，男演员嘛…合作过的宗翰哥、彦祖哥、梁朝伟，觉得学友不错！(^_?)?☆|我们反映的是真正的[MASK][[MASK]] //@[MASK][MASK]:[MASK]是@[MASK][MASK] @[MASK]阿B 的[MASK][赞]10个 //@[MASK]李志刚: 就是  //@车手阿B:回复@王学好:人民群众都觉得[good]  //@王学好:我也觉得  //@范舒然:我关注女演员比较多，男演员嘛…合作过的宗翰哥、彦祖哥、梁朝伟，觉得学友不错！(^_?)?☆|['民情', '嘻嘻', '王', '学好', '实事求是', '胖胖', '李志刚', '车手', '一贯方针', '胖胖']|['😴', '😁', '🐺', '🧑\u200d🎓', '👹', '🐺', '🍐', '🚗', '🐜', '🐺']|['眠', '嘻', '狼', '学', '食', '狼', '梨', '车', '蚁', '狼']|1
回复@米其林大厨-西安:哈哈，这也不错！//@米其林大厨-西安:分享个切糕小段！开心一下！  [哈哈]《史记. 切糕传》： 贩切糕者， 多为西域人也。富可敌国。其业暴利，因有民曰：“一两五十，一刀三斤。”更有甚者曰：“一刀杨幂上床， 两刀帝都买房，三刀兰博到手，四刀盖茨认娘”。 故欧美人遇奢侈且无|[MASK]@[MASK]大厨-[MASK]:哈哈，这也[MASK]！//@[MASK]大厨-[MASK]:[MASK]个切糕[MASK][MASK]！[MASK]一下！  [哈哈]《[MASK]. 切糕传》： 贩切糕者， 多为[MASK][MASK]也。富可敌国。其业暴利，因有民曰：“一两五十，一刀三斤。”更有甚者曰：“一刀杨幂上床， 两刀帝都买房，三刀兰博到手，四刀盖茨认娘”。 故欧美人遇奢侈且无|['回复', '米其林', '西安', '不错', '米其林', '西安', '分享', '小', '段', '开心', '史记', '传贩', '西域', '人']|['👋', '😝', '😁', '⛔', '😝', '😁', '💨', '🤣', '✊', '🥢', '👹', '💋', '😁', '\U0001f979']|['挥', '眯', '嘻', '禁', '眯', '嘻', '风', '笑', '拳', '快', '食', '脣', '嘻', '忍']|1
回复@头很大的娃娃:你猜的西班牙？今晚会很精彩，赶紧先去睡觉去[嘻嘻] //@头很大的娃娃:西班牙一定能卫冕成功！期待斗牛士们用，一次次华丽的转身，流畅的配合，精灵般的进球！让对手折服，让世界惊叹！娃娃也期待收获如此精美的飞机模型哦~|[MASK]@头[MASK]的[MASK]:你猜的[MASK]？[MASK][MASK][MASK][MASK]，[MASK][MASK]去[MASK]去[[MASK]] //@头[MASK]的娃娃:西班牙一定能卫冕成功！期待斗牛士们用，一次次华丽的转身，流畅的配合，精灵般的进球！让对手折服，让世界惊叹！娃娃也期待收获如此精美的飞机模型哦~|['回复', '很大', '娃娃', '西班牙', '今晚', '会', '很', '精彩', '赶紧', '先', '睡觉', '嘻嘻', '很大']|['👋', '🪡', '🐸', '😁', '🤫', '👋', '🪡', '🤫', '🧑\u200d⚖️', '🤣', '👹', '😁', '🪡']|['挥', '针', '蛙', '嘻', '静', '挥', '针', '静', '官', '笑', '食', '嘻', '针']|1
当年刘欢也快没脖子了//@洪毅2世_加拿大:没什么，只要需要，参赛的都是他伴奏。[哈哈] @陈向阳PR @张晓鹏jonathan @黑白两道之侠道 //@游牧路上的蜗牛: 真的啊，哥你太牛了！//@洪毅2世_加拿大: 我第一次参赛时，他是我的钢琴伴奏[挤眼]。//@游牧路上的蜗牛: 看到了，果然都是一群意气风发的追风少年|[MASK][MASK]也[MASK]没脖子了//@洪毅2世_[MASK]:没什么，只要需要，参赛的[MASK]是他[MASK]。[哈哈] @[MASK]PR @[MASK]jonathan @[MASK][MASK][MASK] //@游牧路上的蜗牛: 真的啊，哥你太牛了！//@洪毅2世_加拿大: 我第一次参赛时，他是我的钢琴伴奏[挤眼]。//@游牧路上的蜗牛: 看到了，果然都是一群意气风发的追风少年|['当年', '刘欢', '快', '洪毅世', '加拿大', '都', '伴奏', '陈向阳', '张晓鹏', '黑白两道', '之侠', '道']|['🐺', '🎁', '👾', '\U0001fae0', '😯', '\U0001fad8', '💩', '💋', '🤕', '😀', '🦵', '🙃']|['狼', '礼物', '怪', '融', '缄', '豆', '便', '脣', '伤', '嘿', '肢', '倒']|1
笑坏了女神么么嗒[哈哈]|[MASK]了女神么么嗒[哈哈]|['笑坏']|['🤣']|['笑']|1
你们辛苦//@三丁ting:谢谢Elo帮忙看摊！[嘻嘻]|你们[MASK]//@[MASK]ting:谢谢Elo帮忙看摊！[嘻嘻]|['辛苦', '三丁']|['🫀', '🧄']|['心', '蒜']|1
双旦嗨皮…[嘻嘻] //@漳州彭彭:[威武]圣诞快乐哦[雪人][围脖]@平和三平风景区 @龙海身边事 @漳州小鱼@丁启阵 @刚峰看世界 @水墨高健  @泡鱼儿 @YOYO食色空间  @酒窝果果AK @蓝海帆影 @YOYO食@琰棱|[MASK]嗨皮…[[MASK]] //@[MASK][MASK]:[威武][MASK]哦[[MASK]][围脖]@[MASK][MASK][MASK] @[MASK]身边事 @漳州小鱼@丁启阵 @刚峰看世界 @水墨高健  @泡鱼儿 @YOYO食色空间  @酒窝果果AK @蓝海帆影 @YOYO食@琰棱|['双旦', '嘻嘻', '漳州', '彭彭', '圣诞快乐', '雪人', '平和', '三平', '风景区', '龙海']|['🤥', '😁', '🤕', '🥶', '🤕', '🧑\u200d🎓', '🤫', '🧄', '🥶', '\U0001fae0']|['谎', '嘻', '伤', '冷', '伤', '学', '静', '蒜', '冷', '融']|1
小鱼把鸭子带上了武当上，说要来武当山游泳~[哈哈]@雨桐吾爱 @甘雨桐 @襄樊咩咩羊 @sue孙悦  我在这里:http://t.cn/z8A0azA|[MASK]把[MASK][MASK]了[MASK][MASK]，[MASK]要来武当山游泳~[哈哈]@雨桐吾爱 @甘雨桐 @襄樊咩咩羊 @sue孙悦  我在这里:http://t.cn/z8A0azA|['小鱼', '鸭子', '带上', '武当', '上', '说']|['🤣', '🦷', '🤓', '🛖', '🤕', '🥵']|['笑', '牙', '呆', '屋', '伤', '烧']|1
[给力]//@盐府逸栈: 周二至周五盐府逸栈大望路店精彩演出不间断！//@盐府逸栈: 川剧变脸真是难得的近距离一见啊！[嘻嘻][围观][威武][给力]|[给力]//@[MASK][MASK][MASK]: [MASK]至[MASK][MASK][MASK][MASK]大望路店精彩演出不间断！//@盐府逸栈: 川剧变脸真是难得的近距离一见啊！[嘻嘻][围观][威武][给力]|['盐府', '逸', '栈', '周二', '周五', '盐府', '逸', '栈']|['👀', '🐜', '😉', '🤡', '🤡', '👀', '🐜', '😉']|['眼', '蚁', '眨', '丑', '丑', '眼', '蚁', '眨']|1
马大师@大自然保护协会-马云 您好亮[哈哈]|[MASK]大师@大自然[MASK][MASK]-马云 您好亮[哈哈]|['马', '保护', '协会']|['🐴', '🤗', '✍']|['马', '抱', '写']|1
??支持[嘻嘻] //@明月畅想:看到SWEET SPOT这么受欢迎 好开心[哈哈]|??[MASK][[MASK]] //@明月畅想:看到SWEET SPOT这么受欢迎 好开心[哈哈]|['支持', '嘻嘻']|['🦵', '😁']|['肢', '嘻']|1
阿斯特马丁好漂亮的车车哦[嘻嘻]，@CCTV李晨明 快来看看哦@奎大头 @cocolily李小妍 @白静_天蝎座 @超级马力王宇|[MASK][MASK][MASK][MASK]的[MASK]哦[嘻嘻]，@CCTV李晨明 快来看看哦@奎大头 @cocolily李小妍 @白静_天蝎座 @超级马力王宇|['阿斯特', '马丁', '好', '漂亮', '车车']|['😦', '🐴', '🥵', '🤣', '🚗']|['啊', '马', '烧', '笑', '车']|1
[鼓掌][?你]//@肉肉肉爷: 牛！[威武] //@雷雷的雷雷:无|[[MASK]][?你]//@肉肉肉爷: [MASK]！[威武] //@[MASK]的雷雷:无|['鼓掌', '牛', '雷雷']|['🦴', '🐮', '😩']|['骨', '牛', '累']|1
今天参观了＂图书馆＂，设计的太好了，赖着不想走[偷笑]喝了东方美人茶，觉得好嗨心。喜欢这种拜访，聊聊天，喝喝茶，喜欢大朋友@梦回伦坡拉 超级正能量的发送者，主要是又相信爱情了，相濡以沫，一起牵手到永远，这些都是真实的，爱你们呦！[爱你][爱你]@白大省 @公一兵|今天参观了＂[MASK]＂，[MASK]的太[MASK]了，[MASK][MASK]走[偷笑][MASK]了[MASK]美人[MASK]，觉得好嗨[MASK]。[MASK]这种[MASK]，[MASK]，[MASK]喝茶，喜欢大朋友@梦回伦坡拉 超级正能量的发送者，主要是又相信爱情了，相濡以沫，一起牵手到永远，这些都是真实的，爱你们呦！[爱你][爱你]@白大省 @公一兵|['图书馆', '设计', '赖着', '不想', '喝', '东方', '茶', '好', '心', '喜欢', '拜访', '聊聊天', '喝']|['😛', '👅', '🖍', '⛔', '🙂', '\U0001fae0', '\U0001fab9', '🥵', '🫀', '😁', '💯', '🤣', '🙂']|['吐', '舌', '蜡笔', '禁', '呵', '融', '巢', '烧', '心', '嘻', '百', '笑', '呵']|1
总有出来抢镜的～ [鼓掌]|[MASK]出来抢镜的～ [鼓掌]|['总有']|['\U0001fae0']|['融']|1
天籁之声太好听了！这孩子有巨星的潜质！[good]//@Miss丹_: 那些什么好声音和什么最强音都弱暴了[嘻嘻]|[MASK][MASK]太[MASK]了！这孩子有[MASK]的[MASK]！[good]//@Miss丹_: 那些什么好声音和什么最强音都弱暴了[嘻嘻]|['天籁', '之声', '好听', '巨星', '潜质']|['🤨', '🦵', '🥵', '\U0001faf4', '😗']|['挑', '肢', '烧', '举', '亲']|1
[嘻嘻]//@深圳老酒: 扯淡！又是骗人买鳄鱼龟的。|[[MASK]]//@[MASK][MASK]: 扯淡！又是骗人买鳄鱼龟的。|['嘻嘻', '深圳', '老酒']|['😁', '👅', '🧓']|['嘻', '舌', '老']|1
[哈哈][哈哈]@郭昱媛Wendy|[哈哈][哈哈]@郭昱媛Wendy|['哈哈哈哈']|['😃']|['哈']|1
活动正在进行中，下午4点结束哦，要抢购的抓紧时间啊[嘻嘻]|[MASK]正在进行[MASK]，[MASK]4点结束哦，要抢购的抓紧时间啊[嘻嘻]|['活动', '中', '下午']|['🔥', '🤩', '🤣']|['火', '崇', '笑']|1
#早安江西游#28~34°的天气[达人一周年]，凉爽的风[浮云]，多云转阵雨的惊喜[太开心]，一天的好心情从此便开始了[鼓掌]。早安，加油吧各位，为明天的幸福！[加油]|#[MASK][MASK][MASK]#28~34°的[MASK][达[MASK][MASK]]，[MASK]的[MASK][浮云]，多云转阵雨的惊喜[太开心]，一天的好心情从此便开始了[鼓掌]。早安，加油吧各位，为明天的幸福！[加油]|['早安', '江西', '游', '天气', '人', '一周年', '凉爽', '风']|['🧼', '🤫', '👉', '🤨', '\U0001f979', '🐜', '🤔', '🥶']|['皂', '静', '右', '挑', '忍', '蚁', '想', '冷']|1
[哈哈][馋嘴] //@妙之吻kiss:多国时尚美味大赏！你颤抖了有木有！[偷笑]@那敢情好了 @和铮铮V @靠谱吃货 @荷风浅浅 @北京吃货小白|[哈哈][[MASK]] //@[MASK]之[MASK]kiss:多国[MASK]美味大赏！你[MASK]了有[MASK]！[偷笑]@那敢情好了 @和铮铮V @靠谱吃货 @荷风浅浅 @北京吃货小白|['馋嘴', '妙', '吻', '时尚', '颤抖', '木有']|['💋', '🤣', '😘', '👹', '💋', '👁']|['脣', '笑', '吻', '食', '脣', '目']|1
亲，今天你可真是无限配合呀！[哈哈][哈哈][哈哈]@小琰小Yeon @米斯白兰卡 @花神kashin @大米miracle @罗的微空间 @冷冷偷心贼|[MASK]，今天你可真是[MASK]配合呀！[哈哈][哈哈][哈哈]@[MASK]小Yeon @米斯白兰卡 @花神kashin @大米miracle @罗的微空间 @冷冷偷心贼|['亲', '无限', '哈哈哈', '哈哈哈', '小琰', '小米']|['😗', '🛖', '😃', '😃', '🤣', '🤣']|['亲', '屋', '哈', '哈', '笑', '笑']|1
这是同一个人吗 ？完全脱相了！个人认为右边那个更帅！ps：我老婆看了照片对比已经不要求我减肥了[哈哈]//@骆驼翔子之跟风行动: 下手真狠//@朱亮亮Leon:对自己狠一点，才能找到更好的自己。 //@我是陈少强:早饭吃饱，但不吃油腻东西，午饭一个苹果，晚饭不吃或者蔬菜蘸酱，中午快走五公里，晚上|[MASK][MASK][MASK]吗 ？完全脱相了！个人认为[MASK]那个[MASK]！ps：我[MASK]看了[MASK]对比已经[MASK]要求我[MASK]了[哈哈]//@[MASK][MASK]之跟风行动: [MASK][MASK]//@朱亮亮Leon:对自己狠一点，才能找到更好的自己。 //@我是陈少强:早饭吃饱，但不吃油腻东西，午饭一个苹果，晚饭不吃或者蔬菜蘸酱，中午快走五公里，晚上|['这是', '同一个', '人', '右边', '更帅', '老婆', '照片', '不', '减肥', '骆驼', '翔子', '下手', '真狠']|['🪡', '\U0001fae0', '\U0001f979', '👉', '🥶', '🧓', '😉', '⛔', '😴', '🐚', '🤔', '🤣', '🪡']|['针', '融', '忍', '右', '冷', '老', '眨', '禁', '眠', '螺', '想', '笑', '针']|1
那些年，我们的老东家渣浪！[哈哈]//@失焦焦焦:[哈哈]我说你们太不厚道了，至于这么黑我浪吗？笑死了|那些[MASK]，我们的[MASK][MASK]！[哈哈]//@[MASK]焦焦:[哈哈]我说你们太不厚道了，至于这么黑我浪吗？笑死了|['年', '老东家', '渣浪', '失焦']|['😴', '🧓', '😉', '👹']|['眠', '老', '眨', '食']|1
[嘻嘻][嘻嘻][嘻嘻]谢谢您喜欢，@伍餐肉 的推荐[握手][握手][握手]|[[MASK]][[MASK]][[MASK]][MASK]喜欢，@伍餐肉 的推荐[握手][握手][握手]|['嘻嘻', '嘻嘻', '嘻嘻', '谢谢您']|['😁', '😁', '😁', '✍']|['嘻', '嘻', '嘻', '写']|1
会不会局部掉漆呀？//@可山: 加藤鹰专用//@北京-爱Pippo的瓶子大人: [衰] //@北京高爷:草榴 无悬念//@袅娜伊人-董小栗: 杜杜你要疯，太惹火啦[哈哈]|[MASK]不会[MASK][MASK][MASK]呀？//@[MASK]: [MASK][MASK][MASK]//@北京-爱Pippo的瓶子大人: [衰] //@北京高爷:草榴 无悬念//@袅娜伊人-董小栗: 杜杜你要疯，太惹火啦[哈哈]|['会', '局部', '掉', '漆', '可山', '加藤', '鹰', '专用']|['👋', '\U0001faf4', '🤣', '7️⃣', '🉑', '😯', '🤫', '🦡']|['挥', '举', '笑', '七', '可', '缄', '静', '獾']|1
#越南海警船威胁我国海监船#全世界的大国小国都在欺负中国，只有朝鲜是我们的好朋友[哈哈]|#[MASK]海警[MASK]威胁[MASK]海监[MASK]#[MASK]的大国小国都在欺负中国，只有朝鲜是我们的好朋友[哈哈]|['越南', '船', '我国', '船', '全世界']|['🈷', '💋', '🤝', '💋', '✊']|['月', '脣', '握', '脣', '拳']|1
#兰蔻美丽女人节#活动结束，收@兰蔻LANCOME 产品 送自己的节日礼 [哈哈][哈哈]@55BBS|#[MASK]美丽女人[MASK]#[MASK][MASK]，收@兰蔻LANCOME 产品 送自己的节日礼 [哈哈][哈哈]@55BBS|['兰蔻', '节', '活动', '结束']|['🐺', '🪢', '🔥', '🪢']|['狼', '结', '火', '结']|1
哇，胃口大开！祝您用餐愉快[哈哈]|哇，胃口大开！[MASK][MASK]愉快[哈哈]|['祝您', '用餐']|['🐷', '\U0001fae0']|['猪', '融']|1
//@岷山阿敏: 回复@杜宏新:谢谢！[做鬼脸] //@杜宏新:这张照片拍出了我们邹总另一方面的气质，[鼓掌] //@岷山阿敏:谢谢！ //@travelerinhutong:[赞] 学习 //@岷山阿敏: 呵呵。。。要自我介绍啊！[做鬼脸] //@asya_xu:希望有机会这个月宁波见！ @asya_xu:呵呵|//@[MASK][MASK]: [MASK]@[MASK]:[MASK]！[[MASK]] //@[MASK]:[MASK][MASK]拍出了我们邹总另一方面的气质，[鼓掌] //@岷山阿敏:谢谢！ //@travelerinhutong:[赞] 学习 //@岷山阿敏: 呵呵。。。要自我介绍啊！[做鬼脸] //@asya_xu:希望有机会这个月宁波见！ @asya_xu:呵呵|['岷山', '阿敏', '回复', '杜宏新', '谢谢', '做鬼脸', '杜宏新', '这张', '照片']|['😴', '😦', '👋', '🧒', '✍', '👈', '🧒', '🪡', '😉']|['眠', '啊', '挥', '犊', '写', '左', '犊', '针', '眨']|1
@韩玉hany 我想大黄了，我们给小佳宝养匹小马吧[嘻嘻][嘻嘻][嘻嘻]|@[MASK]hany 我[MASK][MASK]了，我们给小佳宝养匹小马吧[嘻嘻][嘻嘻][嘻嘻]|['韩玉', '想', '大黄']|['🦡', '🤔', '🤓']|['獾', '想', '呆']|1
看得我又饿又馋啊[嘻嘻]//@热点红姨: 还一天没吃东西呢！当吃了晚饭。 //@边疆边吃边说:回复@热点红姨:我在现场，看到红姨汗湿的背影，敬意油然。 //@热点红姨: @边疆边吃边说 @胡滨微博 @黄记煌-黄耕|看得我又[MASK]又[MASK]啊[[MASK]]//@热点[MASK]: 还一天没[MASK][MASK]呢！当[MASK]了[MASK]。 //@[MASK]边[MASK]边说:回复@热点红姨:我在现场，看到红姨汗湿的背影，敬意油然。 //@热点红姨: @边疆边吃边说 @胡滨微博 @黄记煌-黄耕|['饿', '馋', '嘻嘻', '红姨', '吃', '东西', '吃', '晚饭', '边疆', '吃']|['🤢', '💋', '😁', '\U0001fae0', '😋', '\U0001fae0', '😋', '🥣', '😴', '😋']|['恶', '脣', '嘻', '融', '吃', '融', '吃', '碗', '眠', '吃']|1
不转对不起观众的掌声和尖叫！[嘻嘻]@黄炳良 @朱浩Nicholas @JRU阿吉 @33你个圈圈|[MASK]对不起[MASK]的[MASK]和尖叫！[嘻嘻]@黄炳良 @朱浩Nicholas @JRU阿吉 @33你个圈圈|['不转', '观众', '掌声']|['⛔', '👾', '🤕']|['禁', '怪', '伤']|1
私信个地址呗//@阿怪-------: [嘻嘻]神州行！我看行哦?！[转发]//@麻辣诱惑陈云华: 那就再来个粉色的，让他俩也过个情人节[心]//@阿怪-------: 回复@麻辣诱惑陈云华:[抓狂]不拆~不拆~就不拆！找个位置供起来[嘻嘻] //@麻辣诱惑陈云华:多好玩啊，舍不得拆吧？[哈哈] //|[MASK]个地址呗//@[MASK]-------: [[MASK]][MASK]！我看行哦?！[[MASK]]//@[MASK][MASK][MASK][MASK]: 那就再来个[MASK]的，让他俩也[MASK][MASK][心]//@阿怪-------: 回复@麻辣诱惑陈云华:[抓狂]不拆~不拆~就不拆！找个位置供起来[嘻嘻] //@麻辣诱惑陈云华:多好玩啊，舍不得拆吧？[哈哈] //|['私信', '阿怪', '嘻嘻', '神州行', '转发', '麻辣', '诱惑', '陈云', '华', '粉色', '过个', '情人节']|['😔', '😦', '😁', '👅', '🦡', '🐴', '👉', '💋', '🤙', '💨', '🍎', '😗']|['思', '啊', '嘻', '舌', '獾', '马', '右', '脣', '话', '风', '果', '亲']|1
回复@阿依不爱吃汤饭:嗯，淘出花样来……[挤眼] //@阿依不爱吃汤饭:回复@俺叫老鬼:[偷笑][偷笑][偷笑]他睡着了 我去和他玩捉迷藏 藏起来[哈哈] //@俺叫老鬼:回复@阿依不爱吃汤饭:你可笑死老鬼啦！哈哈哈哈哈哈哈……你这小调皮儿！[太开心][可爱]|[MASK]@[MASK][MASK][MASK]:嗯，[MASK][MASK]来……[[MASK]] //@[MASK][MASK][MASK]:[MASK]@俺叫[MASK]鬼:[偷笑][偷笑][偷笑]他睡着了 我去和他玩捉迷藏 藏起来[哈哈] //@俺叫老鬼:回复@阿依不爱吃汤饭:你可笑死老鬼啦！哈哈哈哈哈哈哈……你这小调皮儿！[太开心][可爱]|['回复', '阿依不爱', '吃', '汤饭', '淘出', '花样', '挤眼', '阿依不爱', '吃', '汤饭', '回复', '老']|['👋', '😦', '😋', '😧', '🤨', '🤙', '🤪', '😦', '😋', '😧', '👋', '🧓']|['挥', '啊', '吃', '痛', '挑', '话', '稽', '啊', '吃', '痛', '挥', '老']|1
北京人民广播电台，直播 FM87.6快乐超级旅行，今天是和主持人一起逛里约热内卢和伊瓜苏大瀑布。巴西烤肉吃了个够，也被瀑布浇了一身的水，沙滩比基尼大大滴有，发现快乐就是如此简单！[哈哈]没有听到的小盆友可以到北京文艺广播FM87.6 的官网去收听。@北京文艺广播|[MASK]，[MASK] FM87.6[MASK][MASK][MASK]，今天是和[MASK]一起[MASK][MASK]和[MASK]大瀑布。[MASK]烤肉[MASK]了个够，也被瀑布浇了一身的水，沙滩比基尼大大滴有，发现快乐就是如此简单！[哈哈]没有听到的小盆友可以到北京文艺广播FM87.6 的官网去收听。@北京文艺广播|['北京人民广播电台', '直播', '快乐', '超级', '旅行', '主持人', '逛', '里约热内卢', '伊瓜苏', '巴西', '吃']|['🤚', '🦵', '👾', '🥵', '\U0001facf', '🐷', '🤥', '🍐', '🐜', '8️⃣', '😋']|['背', '肢', '怪', '烧', '驴', '猪', '谎', '梨', '蚁', '八', '吃']|1
嗯嗯，好多客人都说这灯好看呢！[嘻嘻]|嗯嗯，[MASK][MASK][MASK]说这灯好看呢！[嘻嘻]|['好多', '客人', '都']|['🥵', '🉑', '\U0001fad8']|['烧', '可', '豆']|1
谢谢小纯颖给力推荐！[爱你]|[MASK][MASK]给力推荐！[爱你]|['谢谢', '小纯颖']|['✍', '🤣']|['写', '笑']|1
[爱你]你们都是我们的骄傲@兰姨lanerlove @Leslie靓靓 @鬼蜀日记|[爱你]你们[MASK]是我们的[MASK]@兰姨lanerlove @Leslie靓靓 @鬼蜀日记|['都', '骄傲', '兰姨靓靓']|['\U0001fad8', '🤣', '🐺']|['豆', '笑', '狼']|1
[哈哈]//@MM的微加幸福: //@怪诞心理行为学: 太油菜花了！[哈哈]|[哈哈]//@MM的微加[MASK]: //@[MASK][MASK]行为学: 太油菜花了！[哈哈]|['幸福', '怪诞', '心理']|['🤫', '👾', '🫀']|['静', '怪', '心']|1
#Loli厨房出品#今儿晚餐，糟熘鱼片，虾木耳炒西葫芦，蕃茄炒蛋，白灼西兰花配芥末酱汁。好吧，今天节日嘛，祝大家节日快乐，没心没肺，快活每一天[嘻嘻]|#Loli[MASK][MASK]#[MASK][MASK]，[MASK][MASK]，[MASK][MASK]炒西葫芦，蕃茄炒蛋，白灼西兰花配芥末酱汁。好吧，今天节日嘛，祝大家节日快乐，没心没肺，快活每一天[嘻嘻]|['厨房', '出品', '今儿', '晚餐', '糟', '熘鱼片', '虾', '木耳']|['🤡', '🤡', '🤫', '🥣', '🧼', '🎁', '🤣', '👁']|['丑', '丑', '静', '碗', '皂', '礼物', '笑', '目']|1
[鼓掌]谁是天秤，我要旅游！//@米家拉拉: 转转就行[偷笑] //@张振华Q: 有钱，但有处女送不？|[[MASK]]谁是[MASK]，[MASK][MASK]！//@[MASK]拉拉: 转转就行[偷笑] //@张振华Q: 有钱，但有处女送不？|['鼓掌', '天秤', '我要', '旅游', '米家']|['🦴', '🤨', '🤝', '\U0001facf', '😝']|['骨', '挑', '握', '驴', '眯']|1
「新加坡」在#乌节路#的ION逛街，在楼上的#taste paradise#吃饭~ hiahia。我现在在用个人热点给这群人们共用网络。[汗][汗]吃起！一天吃好几顿了。[馋嘴][馋嘴][嘻嘻][嘻嘻]  我在这里：#Singapore#|「[MASK]」在#[MASK][MASK]#的ION[MASK]，在楼上的#taste paradise#[MASK]~ hiahia。我现在在用个人热点给[MASK]人们共用网络。[汗][汗]吃起！一天吃好几顿了。[馋嘴][馋嘴][嘻嘻][嘻嘻]  我在这里：#Singapore#|['新加坡', '乌节', '路', '逛街', '吃饭', '这群']|['🫀', '🛖', '🦌', '🤥', '😋', '🪡']|['心', '屋', '鹿', '谎', '吃', '针']|1
//@郭培:这是个外蒙模特，功底不错，很努力！[爱你]//@qqiuu:除了童梦奇缘外，龙的故事被整场再现！图为＂龙的故事中＂宫花嫁衣。@郭培 @玫瑰坊高级定制 @张舰-星美概念|//@[MASK]:这是个[MASK]模特，[MASK][MASK]，[MASK][MASK]！[爱你]//@qqiuu:除了[MASK][MASK]外，龙的故事被整场再现！图为＂龙的故事中＂宫花嫁衣。@郭培 @玫瑰坊高级定制 @张舰-星美概念|['郭培', '外蒙', '功底', '不错', '很', '努力', '童梦', '奇缘', '外龙']|['🍎', '🧦', '\U0001fae0', '⛔', '🪡', '💢', '\U0001fae0', '7️⃣', '🧦']|['果', '袜子', '融', '禁', '针', '怒', '融', '七', '袜子']|1
我必须说都喜欢！[爱你] //@Annaguo2010:我觉得最萌的就是小刺猬，时间最喜欢应该小长颈鹿，主席您老人家呢？@走入时间 @费墨迹|我必须[MASK][MASK][MASK]！[爱你] //@Annaguo2010:我觉得[MASK]的就是[MASK]刺猬，[MASK]最喜欢应该小长颈鹿，主席您老人家呢？@走入时间 @费墨迹|['说', '都', '喜欢', '最萌', '小', '时间']|['🥵', '\U0001fad8', '😁', '👄', '🤣', '👹']|['烧', '豆', '嘻', '嘴', '笑', '食']|1
先转来预备着～[嘻嘻]|[MASK]预备着～[嘻嘻]|['先转来']|['🤣']|['笑']|1
回复@大董陈丹:[爱你][爱你][爱你]实至名归 //@大董陈丹: @李小妮|[MASK]@大董陈丹:[爱你][爱你][爱你][MASK] //@大董陈丹: @李小妮|['回复', '陈丹爱', '实至名归']|['👋', '💋', '👹']|['挥', '脣', '食']|1
呦，忘带鱼食了。[嘻嘻]|[MASK]，[MASK]带鱼食了。[嘻嘻]|['呦', '忘']|['👉', '🐺']|['右', '狼']|1
讨厌~~~~~ //@呀诺达金梦娟-年轻的老金:刘杰曾经也是驴行中的一员，后来被一女驴捡走了，然后他就从良了  [哈哈] //@公子爱吃抱罗粉:帮转 //@旅游营销策划刘应杰:在云南，总能碰见各种辞职独自驴行的男男女女 //@剁辣椒:就是，放着人的朋友不做，要去做驴的朋友。|[MASK]~~~~~ //@呀诺达[MASK]-[MASK]的[MASK]:[MASK]曾经也是[MASK][MASK]的[MASK]，后来被[MASK][MASK][MASK]走了，然后他就[MASK]了  [哈哈] //@公子爱吃抱罗粉:帮转 //@旅游营销策划刘应杰:在云南，总能碰见各种辞职独自驴行的男男女女 //@剁辣椒:就是，放着人的朋友不做，要去做驴的朋友。|['讨厌', '金梦娟', '年轻', '老金', '刘杰', '驴行', '中', '一员', '一女', '驴', '捡', '从良']|['🤨', '🤫', '😴', '🧓', '🎁', '\U0001facf', '🤩', '🐜', '🐜', '\U0001facf', '😴', '\U0001fae0']|['挑', '静', '眠', '老', '礼物', '驴', '崇', '蚁', '蚁', '驴', '眠', '融']|1
回复@麦其土司的二儿子:您来，不要钱。[哈哈] //@麦其土司的二儿子:白吃么，还是住那才能吃|[MASK]@[MASK][MASK]的[MASK][MASK]:您来，不要钱。[哈哈] //@麦其土司的二儿子:白吃么，还是住那才能吃|['回复', '麦其', '土司', '二', '儿子']|['👋', '🗿', '😛', '👂', '👂']|['挥', '摩埃', '吐', '耳', '耳']|1
@筱净雅 这个泡芙小姐长得好像你呀！[嘻嘻] //@青岛非常道传媒: 转发微博|@[MASK] 这个[MASK][MASK][MASK]长得好像你呀！[嘻嘻] //@青岛非常道传媒: 转发微博|['筱净雅', '泡', '芙', '小姐']|['🤣', '💬', '🧑', '🤣']|['笑', '泡', '父', '笑']|1
//@淘宝岚姐姐: 这个好！[good]见多才会识广，博学方能多才，熟读唐诗三百首，不会作诗也会诌。[嘻嘻]|//@[MASK][MASK][MASK]: 这个好！[good]见多才[MASK]广，博学方能多才，熟读唐诗三百首，不会作诗也会诌。[嘻嘻]|['淘宝', '岚', '姐姐', '好见', '会识']|['🤨', '🐺', '🪢', '🥵', '👋']|['挑', '狼', '结', '烧', '挥']|1
